x_1,x_2,x_3,y
-0.02707893048731107,-1.7639798767201171,-1.8297834604211898,13.959852795369743
1.0147018626341626,-0.7906692002276435,-0.981605040800226,24.232545778273977
-0.559098278789972,0.14111051890373255,-0.10572585552958906,22.842085392802662
0.41767740007121723,-0.2062348554180339,-1.8717806998716326,0.36819824172892157
-0.42627546632731134,-1.020986001685061,1.5782002017158714,46.61635587695573
-0.33692040974435755,-1.5841760654067467,-0.2367623787416237,32.30279713423589
-2.003831753621385,-0.01623653856101718,0.4169253865556924,21.941120515645824
-0.3613665692713917,-0.4455154853054075,-1.680779767053932,3.547499717029565
2.368334021640695,-0.15911723371887,2.2387868196382437,70.6211322889261
-0.8294451008114448,-0.600521269081775,1.5922194281159274,41.94712901705916
-0.8371190528897089,0.3221500271268732,0.4610923490213281,24.82079676540848
-0.977543709230227,-1.082924234787292,0.16383157777063656,28.742457350864864
-1.4805862836137185,-0.4161294651838562,0.45493921512674773,23.077981210023605
-0.03761178425091385,-0.8629074925850879,-1.2556356867912852,14.175913505030717
-1.6638976846379316,0.29066471973334235,-1.460258441040489,2.5288378939623692
-0.2157993147832108,-0.845404068002201,0.03325483460930487,26.63259736738753
1.0052266087308532,-0.7897704515331364,0.6826583397587622,36.14417580548175
-1.4667901656334996,1.5582926576444993,-0.29563162066138565,29.70908170434134
-0.7533002895362163,0.8631302474803099,0.30047107566106107,26.8804927557911
-0.9624708848468969,-0.21487503913881223,0.2231612637709069,22.68255333014399
-0.8505914160906412,0.14558590509214148,-0.14014703811877632,21.521988237666083
-0.5610383400095095,-0.7091925633874709,-0.20297142838105062,23.83920859036371
0.5919562131327107,-0.22239087853930825,1.700621980963192,47.37061860961343
1.749945481127265,-0.5747054368838717,-0.10115902547774096,30.460522348211942
-0.9804835506258905,-0.5874983014591655,1.542900030785493,42.27000799463054
1.2194920749305183,0.46241679958933124,0.25947196405619094,31.135507759288362
-0.6482363707416753,1.6827794279232355,-1.6515227450676528,15.58735392206126
-0.7263115087532861,-0.6775615299447776,0.3505149450044922,26.82953661239979
0.6795884733514248,0.6716580124442775,-0.46809330869786153,25.09892689782241
0.00765619547906946,-0.3347641456660031,-0.49861659236818673,20.705191400726886
-0.2358791397793408,-0.6928175005590663,-0.2454351859491888,24.535661262859964
1.4493623803671554,-0.4136757477306048,0.048941673289361165,29.353683043565958
1.743955306983144,-1.282771628796471,-0.27814461116739897,34.813157770839496
-0.779279674886827,0.32382353091212984,0.1560238577675889,22.28717528095944
-0.6061434511066373,-0.9509481338672049,2.065587308597472,58.85388660966861
0.9843491030878202,0.20947137372266186,-0.21650598611877273,26.651857424022907
